Time, X, Y, Z
0.0, -0.7874941405731911, -0.0012542064303756565, -0.278681845573362
0.04594016075134277, -0.7874933065362233, -0.0012542051020425623, -0.2786824317215135
0.08398675918579102, -0.7874925500704573, -0.001254195636107103, -0.2786829659849568
0.12300252914428711, -0.7874918692576229, -0.001254187116788881, -0.27868344681580326
0.15700078010559082, -0.7874912565705368, -0.0012541794494843588, -0.2786838795308687
0.19199919700622559, -0.7874907051924258, -0.0012541725489833562, -0.2786842689449567
0.2310028076171875, -0.7874902089884139, -0.0012541663385974217, -0.27868461939118516
0.26600170135498047, -0.7874897624374988, -0.0012541607493078521, -0.2786849347690441
0.30100321769714355, -0.7874893605711315, -0.001254155718999092, -0.2786852185877932
0.3390028476715088, -0.7874889989179359, -0.0012541511917669836, -0.27868547400551547
0.3750021457672119, -0.7874886734539599, -0.001254147117299497, -0.27868570386426117
0.4103057384490967, -0.787488380557908, -0.0012541434503154153, -0.27868591072167337
0.4443013668060303, -0.787488116970847, -0.001254140150062615, -0.27868609687945334
0.48130154609680176, -0.7874878797599483, -0.0012541371798647548, -0.27868626440896976
0.5158183574676514, -0.7874876662858593, -0.0012541345067129106, -0.2786864151743124
0.5548202991485596, -0.7874874741733326, -0.0012541321008998376, -0.27868655085303173
0.5938198566436768, -0.7874873012848016, -0.0012541299356893473, -0.2786866729548084
0.6498208045959473, -0.7874871456965967, -0.0012541279870189217, -0.27868678283825155
0.6928243637084961, -0.7874870056775409, -0.001254126233232353, -0.27868688172601613
0.7323329448699951, -0.7874868796696892, -0.0012541246548399242, -0.27868697071840853
0.7718551158905029, -0.7874867662709928, -0.0012541232343002012, -0.27868705080562955
0.8118574619293213, -0.7874866642197011, -0.001254121955826965, -0.2786871228787937
0.843855619430542, -0.7874865723803209, -0.001254120805211927, -0.27868718773984213
0.8796660900115967, -0.7874864897309839, -0.0012541197696685604, -0.2786872461104689
0.9176585674285889, -0.7874864153520766, -0.001254118837688445, -0.27868729864014957
0.9526591300964355, -0.7874863484160055, -0.0012541179989141041, -0.2786873459133691
0.9936604499816895, -0.7874862881779937, -0.001254117244024324, -0.27868738845612395
1.0336627960205078, -0.787486233967791, -0.001254116564630026, -0.2786874267417756
1.075662612915039, -0.7874861851822146, -0.0012541159531812502, -0.27868746119631854
1.111661672592163, -0.7874861412784425, -0.0012541154028823344, -0.2786874922031184
1.1461873054504395, -0.787486101767969, -0.0012541149076179378, -0.278687520107179
1.1821856498718262, -0.7874860662111722, -0.001254114461884241, -0.2786875452189809
1.2211906909942627, -0.7874860342124219, -0.0012541140607279927, -0.2786875678179354
1.263190746307373, -0.7874860054156765, -0.0012541136996905408, -0.27868758815549466
1.3011891841888428, -0.7874859795005227, -0.0012541133747599068, -0.2786876064579478
1.3391895294189453, -0.7874859561786093, -0.0012541130823252391, -0.27868762292894134
1.3811891078948975, -0.7874859351904402, -0.0012541128191363845, -0.278687637751743
1.4177627563476562, -0.7874859163024853, -0.0012541125822688607, -0.2786876510912809
1.4552865028381348, -0.7874858993045837, -0.001254112369089996, -0.27868766309597975
