Time, X, Y, Z
0.001001596450805664, -0.43386781988031337, 0.00017673450870768828, -0.4283421323661627
0.05630970001220703, -0.433866404052222, 0.00014115688204820068, -0.42833487291597444
0.10728168487548828, -0.43387445396557867, 0.00011269733443242051, -0.4283246595180016
0.1627969741821289, -0.43388193166830524, 8.992915171821766e-05, -0.4283160024046318
0.2175288200378418, -0.4338886010664664, 7.171415439848149e-05, -0.42830873242919754
0.26813364028930664, -0.4338945474605134, 5.714183396570944e-05, -0.4283026095787342
0.32012128829956055, -0.43389985404872655, 4.548374771183908e-05, -0.4282974352965235
0.3706386089324951, -0.43390459372449064, 3.6157114630637095e-05, -0.42829304755400377
0.42363929748535156, -0.4339088303011675, 2.869569089658325e-05, -0.4282893139484146
0.4746382236480713, -0.433912619782492, 2.272646797249272e-05, -0.42828612605931216
0.52463698387146, -0.43391601143550856, 1.795102946388917e-05, -0.4282833949029087
0.5786395072937012, -0.4339190486951624, 1.4130635456804954e-05, -0.42828104727023725
0.633638858795166, -0.4339217699304799, 1.107428918186199e-05, -0.42827902277502516
0.6856389045715332, -0.4339242090964408, 8.62918977489254e-06, -0.42827727147162187
0.7397925853729248, -0.433926396290956, 6.673094084614504e-06, -0.4282757519310267
0.7959845066070557, -0.4339283582326434, 5.108205832159537e-06, -0.4282744296852423
0.8502719402313232, -0.4339301186722062, 3.856286737972243e-06, -0.4282732759679417
0.9060842990875244, -0.4339316987478745, 2.854745278496696e-06, -0.4282722666936733
0.9600863456726074, -0.43393311729353207, 2.0535075903433733e-06, -0.42827138162923784
1.012746810913086, -0.4339343911066573, 1.412514120450077e-06, -0.4282706037199998
1.0656020641326904, -0.4339355351819842, 8.997168941859599e-07, -0.4282699185412375
1.1176025867462158, -0.4339365629158289, 4.894772931590558e-07, -0.42826931385048583
1.175804853439331, -0.43393748628521284, 1.6128425093515247e-07, -0.42826877922155987
1.239804744720459, -0.4339383160052561, -1.0127120987870574e-07, -0.4282683057447054
1.2938053607940674, -0.43393906166777985, -3.11316360038309e-07, -0.42826788578035824
1.3418068885803223, -0.43393973186360413, -4.79353081322486e-07, -0.4282675127564312
1.3948051929473877, -0.4339403342906618, -6.13782925798093e-07, -0.4282671810010002
1.454732894897461, -0.43394087584972557, -7.21327169294899e-07, -0.428266885603815
1.5098097324371338, -0.4339413627293133, -8.0736285703043e-07, -0.4282666223013472
1.5603244304656982, -0.43394180048108655, -8.761916436429258e-07, -0.4282663873810762
1.6143221855163574, -0.4498672212444832, -9.654305218746168e-07, -0.4139559824793625
1.6613247394561768, -0.4802215735596008, -1.0793198174921166e-06, -0.38424900881875007
1.707322359085083, -0.5201087190188394, -1.2112054298396107e-06, -0.33888325566486616
1.7493245601654053, -0.5639680258019141, -1.3499823437363963e-06, -0.2775117619576714
1.7878384590148926, -0.6037627433790131, -1.4766195800351327e-06, -0.20524127591528826
1.8288378715515137, -0.6356103247351451, -1.5809370570041871e-06, -0.12481863647170731
1.866837739944458, -0.6579542088750663, -1.6583980505832387e-06, -0.03432449960482964
1.9013564586639404, -0.6676732809064654, -1.7006624671492853e-06, 0.06563290665656024
1.9383513927459717, -0.6614283457065696, -1.6988364573735963e-06, 0.1724134305879087
1.9743549823760986, -0.6381107298142098, -1.6498141442794992e-06, 0.2773675723884117
2.0108745098114014, -0.598116158236653, -1.554558590437253e-06, 0.37749000054830645
2.0548744201660156, -0.5455229980531173, -1.4238101781435044e-06, 0.46575747383460664
2.097872257232666, -0.4795607769921012, -1.2558310104044457e-06, 0.54528990604831
2.1358745098114014, -0.40499267313281007, -1.0633838508803922e-06, 0.6115721951878016
2.174874782562256, -0.32901880746751455, -8.657364192960097e-07, 0.6618063815382876
2.2128725051879883, -0.2553568082163069, -6.730520533125537e-07, 0.6978101475634362
2.2533912658691406, -0.18576411318615393, -4.902878515630356e-07, 0.7222614335269328
2.2903895378112793, -0.1211966640573755, -3.2022105807728966e-07, 0.7375738635869773
2.327937602996826, -0.06207195530343523, -1.6414596418645966e-07, 0.7458080685621129
2.3649349212646484, -0.008448006349617232, -2.235574926087946e-08, 0.7486738501067594
