Time, Joint 1, Joint 2, Joint 3, Joint 4, Joint 5
0.0, -3.141918, 1.57096, 0.9590374999441283, 0.5289863195776611, 1.4220817204392104
0.004998207092285156, -3.1418524, 1.5709279999999999, 0.9590487439227414, 0.5289822099800942, 1.4221062415816597
0.009999752044677734, -3.14179992, 1.5709023999999998, 0.9590558635016727, 0.5289796057857562, 1.422121772929638
0.015998125076293945, -3.141757936, 1.57088192, 0.9590598711400161, 0.5289781375367977, 1.4221305210159472
0.021999835968017578, -3.1417243488, 1.570865536, 0.9590615580389178, 0.528977516517237, 1.4221342102037886
0.026998519897460938, -3.14169747904, 1.5708524287999999, 0.9590615402731745, 0.528977517914403, 1.4221341832088574
0.0319974422454834, -3.141675983232, 1.5708419430399998, 0.959060295507135, 0.5289779674191486, 1.4221314811075738
0.036997079849243164, -3.1416587865856, 1.5708335544319998, 0.9590581921975515, 0.528978730569179, 1.42212690697538
0.04199814796447754, -3.1416450292684797, 1.5708268435455999, 0.95905551280329, 0.528979704280071, 1.4221210764660581
0.04699873924255371, -3.1416340234147837, 1.57082147483648, 0.9590524722159799, 0.528980810120513, 1.422114457977093
0.051999807357788086, -3.1416252187318268, 1.570817179869184, 0.9590492323812451, 0.5289819889776929, 1.4221074045137339
0.05699968338012695, -3.1416181749854615, 1.5708137438953471, 0.9590459138848045, 0.5289831968301731, 1.4221001789388854
0.061998605728149414, -3.141612539988369, 1.5708109951162776, 0.959042605121599, 0.5289844014026295, 1.42209297395582
0.06699800491333008, -3.141608031990695, 1.5708087960930222, 0.959039369541343, 0.5289855795223952, 1.4220859278988869
0.07199788093566895, -3.141604425592556, 1.5708070368744178, 0.9590362513642063, 0.528986715034151, 1.4220791371901778
0.07699704170227051, -3.1416015404740447, 1.5708056294995343, 0.9590332800806862, 0.52898779715817, 1.4220726661465521
0.08199739456176758, -3.1415992323792357, 1.5708045035996274, 0.9590308825596003, 0.5289886701536286, 1.4220665546827909
0.08699917793273926, -3.141598309141312, 1.570804047918162, 0.9590279793143631, 0.5289904697403767, 1.422058984192052
0.09299778938293457, -3.141597478227181, 1.5708036378048431, 0.959025409610177, 0.5289920497311507, 1.4220522627581873
0.09799861907958984, -3.141596730404463, 1.5708032687028561, 0.9590231355143427, 0.528993435927832, 1.422046296274709
0.1029970645904541, -3.1415960573640165, 1.5708029365110678, 0.9590211235998886, 0.5289946512881193, 1.4220410009658617
0.1080007553100586, -3.141595451627615, 1.5708026375384583, 0.9590193441701514, 0.5289957161166072, 1.4220363022615408
0.1139986515045166, -3.1415949064648534, 1.5708023684631098, 0.9590177708461195, 0.5289966483654164, 1.4220321337939186
0.12199997901916504, -3.141594415818368, 1.5708021262952963, 0.9590163801998535, 0.5289974639016315, 1.4220284365026896
0.13000774383544922, -3.1415939742365313, 1.570801908344264, 0.9590151514280515, 0.5289981767447788, 1.4220251578372445
0.13599872589111328, -3.141593576812878, 1.5708017121883349, 0.959014066061391, 0.5289987992776599, 1.422022251045333
0.14099907875061035, -3.1415932191315905, 1.5708015356479987, 0.9590131077057563, 0.5289993424334951, 1.4220196745388984
0.1459977626800537, -3.1415928972184313, 1.5708013767616962, 0.9590122618118828, 0.528999815862006, 1.4220173913287604
0.15211153030395508, -3.1415926074965883, 1.5708012337640238, 0.9590115154703197, 0.5290002280767782, 1.422015368520721
0.15700006484985352, -3.1415923467469296, 1.5708011050661188, 0.9590108572289535, 0.5290005865859874, 1.4220135768664597
0.16199660301208496, -3.1415921120722365, 1.5708009892380042, 0.9590102769306283, 0.5290008980083416, 1.422011990363299
0.16699838638305664, -3.141591900865013, 1.570800884992701, 0.9590097655686702, 0.5290011681758895, 1.42201058589756
0.17199921607971191, -3.1415917107785116, 1.5708007911719284, 0.9590093151583571, 0.5290014022251625, 1.4220093429267886
0.17699837684631348, -3.1415915397006606, 1.5708007067332328, 0.9590089186225903, 0.5290016046779551, 1.4220082431966476
0.18199777603149414, -3.1415913857305946, 1.5708006307384068, 0.9590085696902132, 0.5290017795129047, 1.422007270488718
0.186997652053833, -3.1415912471575353, 1.5708005623430634, 0.9590082628055898, 0.5290019302289031, 1.4220064103958578
0.19199919700622559, -3.1415911224417816, 1.5708005007872543, 0.9590079930482088, 0.5290020599012573, 1.4220056501221323
0.19699740409851074, -3.1415910101976037, 1.5708004453870261, 0.959007756061212, 0.5290021712314161, 1.4220049783046427
0.20199799537658691, -3.141590909177843, 1.5708003955268208, 0.9590075479878657, 0.5290022665909874, 1.4220043848548785
0.20699739456176758, -3.1415908182600587, 1.570800350652636, 0.9590073654151021, 0.5290023480606901, 1.4220038608174692
0.21251797676086426, -3.1415907364340527, 1.5708003102658696, 0.9590072053233514, 0.5290024174648152, 1.4220033982444416
0.21751618385314941, -3.1415906627906476, 1.57080027391778, 0.9590070650419702, 0.5290024764017032, 1.422002990083293
0.2230386734008789, -3.1415905965115827, 1.5708002412044992, 0.9590069422096508, 0.5290025262706897, 1.4220026300773776
0.22804021835327148, -3.1415905368604244, 1.5708002117625466, 0.9590068347392581, 0.529002568295923, 1.4220023126772603
0.23303961753845215, -3.141590483174382, 1.5708001852647893, 0.9590067407866073, 0.529002603547407, 1.4220020329618406
0.2380373477935791, -3.141590434856944, 1.5708001614168077, 0.9590066587227434, 0.5290026329595884, 1.4220017865681798
0.24303793907165527, -3.1415903913712495, 1.5708001399536242, 0.9590065871093361, 0.5290026573477666, 1.4220015696290804
0.24803948402404785, -3.1415903522341244, 1.570800120636759, 0.9590065246768431, 0.5290026774225793, 1.4220013787175667
