Time, X, Y, Z
0.000997781753540039, -0.7874941405731911, -0.0012542064303756565, -0.278681845573362
0.04799962043762207, -0.7874933065362233, -0.0012542051020425623, -0.2786824317215135
0.09468483924865723, -0.7874925500704573, -0.001254195636107103, -0.2786829659849568
0.139204740524292, -0.7874918692576229, -0.001254187116788881, -0.27868344681580326
0.18320512771606445, -0.7874912565705368, -0.0012541794494843588, -0.2786838795308687
0.22225379943847656, -0.7874907051924258, -0.0012541725489833562, -0.2786842689449567
0.26525044441223145, -0.7874902089884139, -0.0012541663385974217, -0.27868461939118516
0.3052496910095215, -0.7874897624374988, -0.0012541607493078521, -0.2786849347690441
0.34877800941467285, -0.7874893605711315, -0.001254155718999092, -0.2786852185877932
0.38977742195129395, -0.7874889989179359, -0.0012541511917669836, -0.27868547400551547
0.4337780475616455, -0.7874886734539599, -0.001254147117299497, -0.27868570386426117
0.47585129737854004, -0.787488380557908, -0.0012541434503154153, -0.27868591072167337
0.5172991752624512, -0.787488116970847, -0.001254140150062615, -0.27868609687945334
0.5612974166870117, -0.7874878797599483, -0.0012541371798647548, -0.27868626440896976
0.6042995452880859, -0.7874876662858593, -0.0012541345067129106, -0.2786864151743124
0.6452984809875488, -0.7874874741733326, -0.0012541321008998376, -0.27868655085303173
0.6902980804443359, -0.7874873012848016, -0.0012541299356893473, -0.2786866729548084
0.7332971096038818, -0.7874871456965967, -0.0012541279870189217, -0.27868678283825155
0.7768163681030273, -0.7874870056775409, -0.001254126233232353, -0.27868688172601613
0.8218178749084473, -0.7874868796696892, -0.0012541246548399242, -0.27868697071840853
0.8628177642822266, -0.7874867662709928, -0.0012541232343002012, -0.27868705080562955
0.9048161506652832, -0.7874866642197011, -0.001254121955826965, -0.2786871228787937
0.9442009925842285, -0.7874865723803209, -0.001254120805211927, -0.27868718773984213
0.9860904216766357, -0.7874864897309839, -0.0012541197696685604, -0.2786872461104689
1.0291080474853516, -0.7874864153520766, -0.001254118837688445, -0.27868729864014957
1.0726847648620605, -0.7874863484160055, -0.0012541179989141041, -0.2786873459133691
1.1286847591400146, -0.7874862881779937, -0.001254117244024324, -0.27868738845612395
1.1770706176757812, -0.787486233967791, -0.001254116564630026, -0.2786874267417756
1.22599458694458, -0.7874861851822146, -0.0012541159531812502, -0.27868746119631854
1.278029441833496, -0.7874861412784425, -0.0012541154028823344, -0.2786874922031184
1.3235445022583008, -0.787486101767969, -0.0012541149076179378, -0.278687520107179
1.3699719905853271, -0.7874860662111722, -0.001254114461884241, -0.2786875452189809
1.4219608306884766, -0.7874860342124219, -0.0012541140607279927, -0.2786875678179354
1.4662532806396484, -0.7874860054156765, -0.0012541136996905408, -0.27868758815549466
1.5089621543884277, -0.7874859795005227, -0.0012541133747599068, -0.2786876064579478
1.5530402660369873, -0.7874859561786093, -0.0012541130823252391, -0.27868762292894134
1.5990254878997803, -0.7874859351904402, -0.0012541128191363845, -0.278687637751743
1.642024040222168, -0.7874859163024853, -0.0012541125822688607, -0.2786876510912809
1.6930241584777832, -0.7874858993045837, -0.001254112369089996, -0.27868766309597975
1.7410271167755127, -0.7874858840076036, -0.001254112177230722, -0.2786876738994126
1.7909014225006104, -0.7874858702413403, -0.0012541120045591427, -0.27868768362178564
1.8364272117614746, -0.7874858578526199, -0.0012541118491561861, -0.27868769237127666
1.885495901107788, -0.787485846703597, -0.0012541117092947026, -0.27868770024523826
1.938425064086914, -0.7874858366702183, -0.001254111583420588, -0.2786877073312815
1.9869394302368164, -0.7874858276408461, -0.0012541114701348464, -0.27868771370825074
2.0369410514831543, -0.7874858195150121, -0.0012541113681786733, -0.27868771944710025
2.0905652046203613, -0.7874360493790356, -0.008941216547614553, -0.2786877246116841
2.1457550525665283, -0.7872704923376095, -0.018462456634614585, -0.2786876295065567
2.195805311203003, -0.7867162593526118, -0.03483575964077028, -0.27868749010308924
2.2738068103790283, -0.7845686491472541, -0.06773721181509003, -0.2786873597371945
2.3508057594299316, -0.780457890258023, -0.10499663707517319, -0.27868623658291314
2.434807538986206, -0.7752458124025035, -0.13832922721942148, -0.27868524044896537
2.513806104660034, -0.7687776636712891, -0.17065650034955301, -0.27868448524620937
2.5928053855895996, -0.7576960972292643, -0.21457222177791607, -0.2786836477919662
2.6698055267333984, -0.7358658863831238, -0.2804413316072728, -0.2786830547424507
2.736804723739624, -0.7009581162376239, -0.35889421036549846, -0.27868243374068735
2.807805061340332, -0.6609894399586957, -0.42806731384337326, -0.27868184029962395
2.875803232192993, -0.6143303116206679, -0.49269459082854605, -0.27868138218214344
2.9418036937713623, -0.5596613903249431, -0.5540123995556112, -0.27868097208264186
3.0148072242736816, -0.5012275301826429, -0.6073898819534688, -0.278680572710156
3.088806629180908, -0.43130300119877063, -0.6588853838821753, -0.2786802504457522
3.1668052673339844, -0.35226405326571697, -0.7043174953765874, -0.2786798624269672
3.2408058643341064, -0.274621584018978, -0.7380627069582653, -0.27867964989901706
3.3108067512512207, -0.19191770049736745, -0.763755092114363, -0.27867935063010163
