v_x,v_y,v_z,w_x,w_y,w_z,a_x,a_y,a_z,alpha_x,alpha_y,alpha_z
-0.008329280221153347,-0.40161158624224463,-0.4381995821938056,-0.0632716995839735,0.9804601082656934,-0.6330723998092478,0.5996326725097753,-1.0027403984449994,0.020442674823919753,-0.4083904186631815,-0.4008479527307662,-1.1386006278209593
-0.024871546851526406,-0.42677825065326724,-0.3824411331990763,-0.04570868460863617,0.9473181086001413,-0.6807373361056719,0.5904244128476113,-0.9356856113481147,0.10632113896400548,-0.3701230036440485,-0.4390257237420244,-1.0378047449051704
-0.03884943090514615,-0.4441461844940994,-0.3240336104084793,-0.026467351375349307,0.9089993449155772,-0.7192072257920687,0.5830771894205696,-0.8558964905086688,0.18356864199285278,-0.3294533102081199,-0.4783638620218144,-0.9306837490249424
-0.04977442135935245,-0.45466949449872784,-0.2640634267439858,-0.006380364974552133,0.8660552757962507,-0.7484096517478913,0.5756094290355419,-0.765746035950972,0.2503258909810851,-0.28847712156582805,-0.5177082015927953,-0.8184274357098841
-0.057440089104198275,-0.4595128111501235,-0.20340919268422128,0.013720230965445585,0.8190566720444817,-0.768447744345772,0.5656688856070275,-0.6676089824823938,0.30500848477118797,-0.24887061130272203,-0.5555075810657134,-0.7022857765947621
-0.061948141279367194,-0.4598906367743487,-0.14273031749739082,0.03302639053721221,0.7686039888320182,-0.7795674805416124,0.5507782026696458,-0.5638602411451196,0.34634899429104543,-0.21186177990423968,-0.5899857325370174,-0.5835759456381422
-0.06369478723886207,-0.4569127629170111,-0.08248076137624712,0.050781790491993606,0.7153380983495541,-0.7821232887024185,0.5286044043641952,-0.4568953792862404,0.3734386689159104,-0.17824016579844276,-0.6193177635510815,-0.46367804782880817
-0.06331941851704644,-0.4514532489454215,-0.022944180322981147,0.06631307993121759,0.6599477267192223,-0.7765451029069513,0.49722506637308295,-0.3491561225979249,0.38576300848322204,-0.1483987419904475,-0.6417967726182383,-0.34401909306084916
-0.061623356023637554,-0.44405711773208667,0.035714844809358055,0.0790624006126949,0.6031704270351677,-0.7633092863732965,0.4553620896068051,-0.24314410436519918,0.38322488733924154,-0.12239988604744333,-0.6559778034665821,-0.22604611352317214
-0.059470663978200854,-0.4348940745901099,0.09338974691808563,0.08861785921327062,0.5457851550961854,-0.7429149879296968,0.4025556379306131,-0.14140947095802947,0.36615013619012027,-0.10005631056477707,-0.6607890223672712,-0.11119061074609624
-0.05768525234514116,-0.423762881524118,0.14996775732445278,0.09473820856279186,0.48859619733701937,-0.7158666462662294,0.3392562421554233,-0.04650684245031331,0.3352731278955921,-0.08101789451313385,-0.6556035333469609,-0.000827546647578753
-0.056958511539132,-0.4101442218321816,0.2052692195626693,0.09736831590973918,0.43240993966625646,-0.6826626181578523,0.2668220937518347,0.03908168289661487,0.2917032452242147,-0.06485634564848591,-0.6402693240945062,0.10376729970188558
-0.05777966793815768,-0.3932945978274168,0.2589967549474063,0.09664298190436943,0.3780073807372841,-0.6437893406685724,0.18742024038427607,0.11304981838297941,0.23687622335150318,-0.05114129486304638,-0.6150990350740775,0.20145769444481895
-0.06039727859122399,-0.3723695278243081,0.3106998792290104,0.09287809382097732,0.3261161056917954,-0.5997200648298386,0.1038431490154,0.17338471595421598,0.17249641584383218,-0.039503430896731535,-0.5808250718165401,0.29128153869706075
-0.06481534810232525,-0.34656142668216866,0.3597595406487317,0.08654964313000538,0.27738552547152406,-0.5509170089910714,0.01926382661027097,0.21848439381306553,0.10047648096123402,-0.02968227313845509,-0.5385285536845292,0.3724770459597607
-0.07082214455292035,-0.3152363060034527,0.40539546257194303,0.07826250949954086,0.2323685954690486,-0.49783574346430404,-0.06303880776640357,0.24726091251114649,0.022879713067788396,-0.02155786702976333,-0.4895523321644044,0.44449898836169777
-0.07804470423285241,-0.27805389874653347,0.4466971158838246,0.06871188478998569,0.19151212942791754,-0.4409306950665336,-0.13994909507687298,0.25921838397087266,-0.058132397538472234,-0.01516691683587865,-0.43540862087334253,0.5070246865140575
-0.08601805342476479,-0.2350579062987471,0.4826766940207124,0.05864067082171024,0.15515646649625028,-0.3806608118176753,-0.20874549269327095,0.2544996471661797,-0.14034808515168157,-0.010704638241712305,-0.3776906919665474,0.5599504916402964
-0.09425604592289771,-0.1867265085840834,0.5123398150766502,0.04879614298492915,0.12354388682111686,-0.31749462132475964,-0.2672680979967897,0.2339004475381192,-0.22155246049425828,-0.008514031324759058,-0.31799587666243206,0.6033803104286991
-0.10231088091713189,-0.13397763423657688,0.5347671510791083,0.039888733718304675,0.09683401726996746,-0.251914126289349,-0.31400958667707746,0.19885391915059622,-0.2995795813233092,-0.00906451126297619,-0.25786421248204683,0.6376081646744828
-0.10981091505023885,-0.07812822533028162,0.5491981868254907,0.03255511644858852,0.07512366427378392,-0.18441718989544018,-0.3481295349447572,0.1513902038832951,-0.3723753572921208,-0.01292203908233263,-0.1987340504705452,0.663096844010346
-0.11647094999021304,-0.020811309941279558,0.5551072478594663,0.027327033429033754,0.058468115845518184,-0.11551826130155199,-0.3694040116101932,0.09407589152858582,-0.43807551461634137,-0.020713140540706106,-0.1419132958294132,0.6804544519550864
-0.12207496419315597,0.0361413381326948,0.5522621251672643,0.02460665495041227,0.046900960889431215,-0.045747469468829495,-0.37813056103077186,0.029936029609453907,-0.49509946550820205,-0.03308546202396731,-0.08856310217173301,0.6904101627789601
-0.12643716167626584,0.0908401258694249,0.540757192860362,0.024648776691823127,0.04044982439234799,0.02435173380248022,-0.37501184262646725,-0.03764135079355377,-0.5422564635080372,-0.050667683266365504,-0.03968997055569645,0.6937899241296576
-0.12935204451348314,0.1414893442732224,0.5210157477511294,0.0275498906394794,0.03914603038558918,0.09422607888421973,-0.3610391252561771,-0.10502075626042168,-0.5788557305764271,-0.07403155518257128,0.0038577048162375255,0.6914922844414159
-0.13054696926656917,0.18653594193399894,0.4937600284118306,0.033244081096465705,0.04302699247815276,0.16331674271382796,-0.33739069277041034,-0.1684584978948584,-0.6048082346714325,-0.103658458951081,0.04139176671337888,0.6844641030891617
-0.12965072140516648,0.22480180884026302,0.45995143633366364,0.04150573606044109,0.05213101010568759,0.23106393845641032,-0.30535204064973154,-0.22426845480780805,-0.6207052904852347,-0.13991217621758456,0.07238697488400944,0.6736756909439957
-0.126188990064773,0.25558714504095015,0.42070724373875357,0.05195913654941444,0.06648504017765268,0.29691139438669145,-0.2662568964558767,-0.2690139038579478,-0.6278587217898017,-0.18301861167961872,0.09648480531078392,0.6600949649444642
-0.1196127657813906,0.27873455998350094,0.37720294853339753,0.06409499931369347,0.08608684590784844,0.3603103282483699,-0.2214426262206284,-0.29972001809167703,-0.6282892132872404,-0.23305219977695574,0.11349787099343811,0.6446604750087193
-0.1093595704969626,0.2946464844935325,0.33057102368954505,0.0772939247571279,0.11088362550009948,0.4207226077679787,-0.17221169714743206,-0.31409581370407924,-0.624653609197466,-0.2899278811321319,0.12341380936778969,0.6282536265153869
-0.09494122523572035,0.30425214316883065,0.28180695898824953,0.09085639789936291,0.1407497208473495,0.4776229094194352,-0.11979263134770543,-0.31074882335421206,-0.6201078947017366,-0.35339705612096717,0.12639726532499523,0.6116709931705122
-0.07604667327150905,0.3089245001242164,0.23169232649575744,0.10403850741304528,0.1754662320962316,0.5304998380756887,-0.06529829678176276,-0.28937172654442334,-0.6181097830680957,-0.4230459363404492,0.12278873426234474,0.5955981851169283
-0.05264502892962608,0.3103519368629891,0.1807424462623973,0.11609193837081935,0.2147052638507733,0.5788561395803755,-0.009684686562068674,-0.2508784182286945,-0.6221723993474171,-0.4982952227356653,0.11309935711311216,0.580587186977005
-0.025072926319577755,0.3103735895991649,0.12918352232336386,0.12630615681123775,0.25802107887827547,0.6222083141741809,0.04628241606804715,-0.19746796026939822,-0.6355875645836372,-0.5784009153342479,0.09800111197865265,0.5670392989142558
0.0059086048705022255,0.3107909366376516,0.0769612893222136,0.13405016799951047,0.30484965758741156,0.6600861067541577,0.10204386098713863,-0.1325985358288648,-0.6611426859829796,-0.6624570745998499,0.07831210654623016,0.555195716524457
0.039099422134251396,0.31317113814192454,0.023780578666436698,0.13881093005589423,0.3545171357815364,0.6920324936284568,0.15723930338960365,-0.06085962587991543,-0.7008583841846012,-0.7494022313163624,0.054976805254797874,0.5451373334527233
0.0728948447249031,0.31865962787820384,-0.030827059049617377,0.14022554832067236,0.40625645594202,0.717604886054281,0.21167242397020122,0.012261260993922243,-0.7557740995065012,-0.8380316257993536,0.029041071663358304,0.5367945632581674
0.10537112370339402,0.3278204052158358,-0.08741245116711355,0.13810481264817398,0.4592304966922698,0.736378307965563,0.26525278299966615,0.08071128192641538,-0.8258057335698612,-0.9270173817397446,0.0016219708953805782,0.5299669351402398
0.1344173521960719,0.34052218843493587,-0.14650105758958837,0.13244643806776427,0.5125591292266459,0.7479512582044592,0.3179239973593864,0.13828756641470616,-0.9096930746337287,-1.0149380520222717,-0.02612753214589187,0.5243510562448612
0.15790321908588925,0.3558867724594297,-0.2084763664335164,0.12343741212250772,0.5653472445818781,0.7519548182523865,0.3695920553135983,0.17910714752266618,-1.005045974661461,-1.100317824246486,-0.05305845947015646,0.5195744197738993
0.1738663335182494,0.37231221380006696,-0.27346390666669973,0.11144595677416103,0.6167108842410373,0.7480653040541817,0.42006852210257933,0.19809307127018008,-1.1084880438574374,-1.1816742701535088,-0.07806920508735576,0.5152316471106084
0.18069837888093584,0.38757753659229494,-0.341226708259954,0.09700457052832495,0.6657991688723542,0.7360203868659448,0.46904086353710983,0.1914301222314608,-1.215886285254534,-1.2575721528084762,-0.100150671895686,0.5109192326721022
0.17730702078260013,0.39902750404169174,-0.41108398808532776,0.08078624621065664,0.7118106295994014,0.7156381430920534,0.5160768243750253,0.15693981475251023,-1.322645898601989,-1.3266797423146213,-0.11843080903141116,0.5062648096999472
0.16323124391081714,0.4038261445053891,-0.4818649516181836,0.06357615805727615,0.7540035955425192,0.6868379786115495,0.5606631503526359,0.09432676162811526,-1.4240425275087074,-1.3878235294126522,-0.13221581003284125,0.5009474034688455
0.13869228918035642,0.39925732836691774,-0.5519083781069851,0.04624088364193246,0.7917012428644888,0.6496618728028143,0.6022725716131715,0.005258481950443212,-1.5155602479123857,-1.4400372386653484,-0.14102518513573542,0.49470604483751934
0.10457061137832985,0.3830414990437838,-0.6191156800624049,0.029696685518611654,0.8242925596468302,0.6042939816314088,0.6404482183673473,-0.10674193137796217,-1.5932029485840389,-1.4826015720021197,-0.14461826738607408,0.4873353812943696
0.06231035520286094,0.35363165489471415,-0.6810602294689727,0.014877713433437634,0.8512307121847738,0.5510764134311161,0.6748922159280007,-0.23658786462438214,-1.6537494359706209,-1.5150720022202595,-0.14301041887167615,0.4786684044854251
0.013764875813620382,0.31045058862785013,-0.735149164207449,0.002704407503060502,0.8720301161671709,0.4905190202414371,0.705545070717875,-0.37807827499435015,-1.694928344773775,-1.5372929824103472,-0.13647816411492125,0.4685479562938373
-0.03899271300170556,0.2540361562103216,-0.7788263586545319,-0.005947952144116864,0.8862630399212287,0.42330137745462415,0.7326440410577569,-0.5244530103655262,-1.7154973003071095,-1.5493979555717399,-0.12555354201645502,0.45679012849561823
-0.09386364398520873,0.18607173781139974,-0.8097979376628278,-0.010280622926791882,0.8935559908734155,0.3502657553870971,0.7567512515703145,-0.6689869872923285,-1.7152211312270365,-1.551795418340905,-0.11100897221696032,0.44314390175317175
-0.14889154603933138,0.1092935992990041,-0.8262560659640305,-0.009602518214632594,0.8935856693434784,0.2724007640185273,0.7787453173029846,-0.8055492738095178,-1.694755426067293,-1.5451419778404762,-0.0938347230791477,0.4272522710520128
-0.20237974855466812,0.027283143276924982,-0.8270741349090708,-0.003360463093459276,0.8860740765783379,0.1908163696976985,0.7997735227257522,-0.9290580447437491,-1.6554532447186363,-1.5303038751944438,-0.07521151519188304,0.40862059250399113
-0.2529444010246469,-0.0558327551037196,-0.8119478570475434,0.0088324310827817,0.8707825052939153,0.10671199509867858,0.8211652677563323,-1.035778103467607,-1.5991229426860207,-1.5083088954723447,-0.056480792286728344,0.38659789368242226
-0.29950385093644366,-0.13573853990522836,-0.7814623957321416,0.02717156562811318,0.8475045833838596,0.021340263156746593,0.8443116657542016,-1.1234314801688274,-1.5277722870797164,-1.480290981292161,-0.03911467433385434,0.3603763610257095
-0.34121789527414303,-0.20830285551327304,-0.7370748400802782,0.051640176400760573,0.8160591578762664,-0.06403050816222874,0.8705206563703947,-1.1911194644416871,-1.4433768692543398,-1.4474301957920968,-0.024686569544053925,0.3290131098881004
-0.3773998321663451,-0.26992620713111193,-0.6810126003773931,0.08199437475226551,0.7762844194448928,-0.14815180451175633,0.9008610984956407,-1.2390817934218337,-1.3477082013183257,-1.4108908561187312,-0.014841951817471263,0.2914766330199157
-0.4074276162555344,-0.31782736479351414,-0.6160996356527236,0.11775481272896415,0.7280350982056485,-0.2298254280839185,0.9360119950326519,-1.2683414559722683,-1.2422485316284233,-1.3717605696588298,-0.011267122498597015,0.24671802950557595
-0.43067742290982747,-0.3502420427816891,-0.5455317566343083,0.15820555140235742,0.6711846702996865,-0.3079267056270524,0.9761332605356994,-1.2802985235283837,-1.128206024065717,-1.3309924807955806,-0.015652217340052954,0.1937643243532443
-0.44649479435587863,-0.36651952802174015,-0.47262791825878175,0.20240043695168314,0.6056342332267174,-0.38141901424349645,1.0207717924966988,-1.2763416999877901,-1.0066272362751127,-1.2893523167728551,-0.02964373304984843,0.1318280823177129
-0.45420775510015604,-0.36711579271230366,-0.40058557205933515,0.24917710588255979,0.531329049859464,-0.44935933381589666,1.0688114691897783,-1.2575413833596165,-0.8785863523123358,-1.2473710008320575,-0.054781879324132296,0.060424399654111595
-0.4531757872147413,-0.35349347111509183,-0.3322648999805675,0.29717862873962353,0.4482828185192213,-0.5108956208470056,1.1184694385204281,-1.2244737486184685,-0.7454153600094218,-1.2053030044834827,-0.09241943694106738,-0.020516356775713743
-0.4428609083436745,-0.32794845727873867,-0.2700200830026622,0.34488269819364026,0.3566086511006147,-0.5652577595002071,1.1673356167313376,-1.1772036782791087,-0.6089292103817862,-1.1630906020581893,-0.14362159584147596,-0.11055350043618711
-0.4229038185981535,-0.29338874487683037,-0.2155872345957571,0.39063810184152825,0.2565547145293461,-0.6117445946422256,1.212449480307341,-1.1154282636737771,-0.4715972136123806,-1.1203350239093193,-0.20905020082063053,-0.20867249203013452
-0.393189368076766,-0.2530929433483613,-0.17002998961041327,0.43270795315841076,0.14854168629810563,-0.6497100443580357,1.2504088968692186,-1.0387557555223281,-0.3366176501994575,-1.076277173015055,-0.28884035181405515,-0.3132653074813026
-0.3538904185259622,-0.2104737081583408,-0.1337365076980942,0.46931880451608354,0.03319871722531022,-0.6785515164859945,1.277509357886162,-0.9470712116994535,-0.20786649825804718,-1.0297927129695013,-0.3824815530175216,-0.42216363460316736
-0.30548572227604814,-0.1688657604614064,-0.10645685687671284,0.4987144118468067,-0.08860547488113034,-0.6977038245443744,1.2899165626469276,-0.8409233690731943,-0.08971145006539283,-0.979408262217095,-0.48871867004673475,-0.5327284968204821
-0.24875371777064276,-0.13135041603500977,-0.08736780492299963,0.5192126696318599,-0.215739498380416,-0.7066415214525535,1.2838780162806172,-0.7218603327481244,0.01329419468605632,-0.9233462757886932,-0.6054890564923389,-0.6419932330952424
-0.18474850857430986,-0.10062012202469786,-0.07515280326678915,0.529264175448457,-0.3467968495372919,-0.7048920367432545,1.2559774733233642,-0.5926461103986661,0.09680071073093341,-0.8596051873702647,-0.7299108766440408,-0.7468496431768945
-0.11476586705900407,-0.07887903323813321,-0.0680878017718069,0.5275110289792633,-0.4800964074327917,-0.692061184643767,1.2034283118836342,-0.4573057906400844,0.15707991642581393,-0.7860781253235261,-0.8583338183158853,-0.8442606565957939
-0.04030589072767313,-0.06777056759941079,-0.06412763092229487,0.5128447272481884,-0.6136978949928165,-0.6678714633195165,1.1243889976582226,-0.32097251999216125,0.19140921199955063,-0.7007082012715583,-0.9864574243872822,-0.9314782463669828
0.03696426479099809,-0.06832111568043571,-0.06099209602409388,0.48446219370496446,-0.7454343440917375,-0.6322120571816265,1.0182686700016503,-0.1895409950045583,0.1983614456203322,-0.6016718333978716,-1.109514900556023,-1.0062434079210973
0.1152480374062618,-0.08089093705163837,-0.05625475924997408,0.44191884413341287,-0.8729637131965693,-0.585197598814388,0.8859781128935839,-0.06916525511015852,0.17795379790297522,-0.48757512896577127,-1.2225124481920422,-1.0669463455273511
0.1926610775991257,-0.10512831185391773,-0.04743988549510286,0.3851769815790671,-0.9938416962332937,-0.527230647194353,0.7300757959728106,0.03433234854379576,0.13163111605527472,-0.3576434948709659,-1.3205069938808107,-1.112729467788916
0.2672815847843232,-0.13993008495146914,-0.03213363316373581,0.3146467318862656,-1.105616978426972,-0.45906071879952093,0.5547638399017231,0.11605450414670655,0.062086194077145156,-0.21188261922758045,-1.3988996679469652,-1.1435227323099828
0.3372127226571026,-0.18341916252785026,-0.00811396228711414,0.23121542656299043,-1.2059483077646176,-0.38183092527634654,0.1982399082987913,0.1978661469530841,-0.05340236051809482,0.005131258681255146,-1.257313184394066,-1.229822808389966
0.3668275113365476,-0.22683964601221085,0.019438259544161222,0.14939999704191637,-1.2536113782954357,-0.31101392222472257,-0.06665431263316235,0.241566727771912,-0.12973518492817337,0.14736768489860785,-1.0802406731782717,-1.3030944784959642
