Time,Theta1,Theta2,Theta3,Theta4,Theta1_dot,Theta2_dot,Theta3_dot,Theta4_dot,Theta1_ddot,Theta2_ddot,Theta3_ddot,Theta4_ddot
7.300000000000001,0.0,-3.0857490689352574,-89.84192635002151,182.92767541895677,0.0,1.2140549857354443,-0.11925701696185342,-1.094797968773662,0.0,-0.021034056138091728,0.04676805467198619,-0.02573399853247338
7.4,0.0,-2.964343570361713,-89.8538520517177,182.8181956220794,0.0,1.2119515801216352,-0.1145802114946548,-1.0973713686269093,0.0,-0.021127097370055026,0.04676793997191453,-0.025640842602570046
7.5,0.0,-2.8431484123495494,-89.86531007286716,182.7084584852167,0.0,1.2098388703846297,-0.10990341749746335,-1.0999354528871663,0.0,-0.021220255086262796,0.04676783874231205,-0.025547583655338713
7.6000000000000005,0.0,-2.7221645253110864,-89.8763004146169,182.598464939928,0.0,1.2077168448760034,-0.10522663362323215,-1.1024902112527002,0.0,-0.02131352426886224,0.046767749876153175,-0.025454225610133108
7.7,0.0,-2.601392840823486,-89.88682307797923,182.48821591880272,0.0,1.2055854924491172,-0.10054985863561683,-1.1050356338137135,0.0,-0.021406899906395438,0.04676767233604551,-0.025360772426097355
7.800000000000001,0.0,-2.4808342915785744,-89.89687806384279,182.37771235542135,0.0,1.2034448024584776,-0.09587309140201228,-1.1075717110563232,0.0,-0.02150037699237828,0.046767605103070764,-0.025267228113534657
7.9,0.0,-2.3604898113327266,-89.90646537298299,182.26695518431572,0.0,1.2012947647592398,-0.0911963308917052,-1.1100984338676767,0.0,-0.02159395055016944,0.04676754723078602,-0.02517359667706387
8.0,0.0,-2.2403603348568026,-89.91558500607216,182.15594534092895,0.0,1.1991353697042229,-0.0865195761686266,-1.112615793535383,0.0,-0.021687615592469456,0.046767497801170066,-0.025079882209411153
8.1,0.0,-2.1204467978863804,-89.92423696368903,182.0446837615754,0.0,1.196966608144976,-0.08184282638850959,-1.1151237817563242,0.0,-0.021781367168216548,0.04676745595020293,-0.02498608878624964
8.200000000000001,0.0,-2.0007501370718828,-89.93242124632788,181.93317138339978,0.0,1.1947884714281543,-0.0771660807934893,-1.1176223906349492,0.0,-0.02187520031569079,0.04676742086218155,-0.02489222054293805
8.3,0.0,-1.8812712899290673,-89.94013785440723,181.8214091443363,0.0,1.1926009513965852,-0.07248933870727114,-1.120111612689243,0.0,-0.02196911010727831,0.04676739176119327,-0.024798281654625498
8.4,0.0,-1.7620111947894088,-89.94738678827795,181.70939798306736,0.0,1.1904040403858573,-0.06781259953115182,-1.1225914408547055,0.0,-0.022063091616786323,0.046767367931010995,-0.02470427631351413
8.5,0.0,-1.642970790750823,-89.95416804823107,181.5971388389819,0.0,1.1881977312241787,-0.06313586273805072,-1.125061868486057,0.0,-0.022157139943601578,0.04676734868667154,-0.02461020874306996
8.6,0.0,-1.5241510176284052,-89.96048163450487,181.48463265213329,0.0,1.1859820172298186,-0.058459127869383565,-1.127522889360364,0.0,-0.022251250188531912,0.04676733339721295,-0.024516083212233752
8.700000000000001,0.0,-1.4055528159054234,-89.96632754729181,181.37188036319725,0.0,1.1837568922109654,-0.05378239452966227,-1.1299744976815873,0.0,-0.022345417484359587,0.046767321484253443,-0.0244219039956306
8.8,0.0,-1.2871771266843268,-89.97170578674478,181.2588829134291,0.0,1.1815223504625294,-0.049105662381236925,-1.1324166880811504,0.0,-0.022439636967419574,0.04676731240351728,-0.024327675436097707
8.9,0.0,-1.1690248916380739,-89.9766163529829,181.14564124462098,0.0,1.1792783867657874,-0.0444289311408852,-1.1348494556247601,0.0,-0.02253390379749476,0.0467673056718354,-0.02423340187647227
9.0,0.0,-1.0510970529614951,-89.98105924609699,181.0321562990585,0.0,1.177024996386038,-0.03975220057370166,-1.1372727958124074,0.0,-0.02262821315923702,0.046767300841565884,-0.024139087682328864
9.1,0.0,-0.9333945533228913,-89.98503446615436,180.91842901947726,0.0,1.1747621750701143,-0.03507547048954507,-1.1396867045806403,0.0,-0.022722560228771727,0.04676729750059394,-0.02404473727040113
9.200000000000001,0.0,-0.8159183358158799,-89.98854201320331,180.8044603490192,0.0,1.172489919047237,-0.030398740739485675,-1.1420911783076804,0.0,-0.022816940240488748,0.04676729533485968,-0.023950355094370934
9.3,0.0,-0.6986693439111562,-89.99158188727726,180.69025123118843,0.0,1.1702082250231882,-0.025722011205999706,-1.1444862138171175,0.0,-0.0229113484145671,0.046767294000460424,-0.02385594558802495
9.4,0.0,-0.5816485214088374,-89.99415408839786,180.57580260980671,0.0,1.1679170901817315,-0.021045281805953664,-1.14687180837592,0.0,-0.023005780007423482,0.04676729326433815,-0.023761513256204125
9.5,0.0,-0.46485681239066423,-89.99625861657846,180.46111542896912,0.0,1.1656165121809892,-0.01636855247951985,-1.1492479597015404,0.0,-0.023100230293948698,0.04676729291048787,-0.023667062615118084
9.600000000000001,0.0,-0.3482951611725653,-89.99789547182641,180.34619063299897,0.0,1.1633064891515943,-0.011691823188471062,-1.1516146659630522,0.0,-0.023194694573902552,0.046767292779748004,-0.023572598206555995
9.700000000000001,0.0,-0.23196451225740589,-89.99906465414526,180.23102916640266,0.0,1.160987019694204,-0.007015093910496262,-1.1539719257837078,0.0,-0.02328916814491322,0.04676729273711544,-0.02347812459220222
9.8,0.0,-0.11586581028798548,-89.99976616353631,180.1156319738243,0.0,1.1586581028797127,-0.0023383646367847177,-1.156319738242928,0.0,-0.02328916814491322,0.04676729273711544,-0.02347812459220222
9.9,0.0,-1.4210854715202004e-14,-89.99999999999999,180.0,0.0,1.1586581028797127,-0.0023383646367847177,-1.156319738242928,0.0,-0.02328916814491322,0.04676729273711544,-0.02347812459220222
