Max Linear Velocity X,Max Linear Velocity Y,Max Linear Velocity Z,Max Angular Velocity X,Max Angular Velocity Y,Max Angular Velocity Z,Max Linear Acceleration X,Max Linear Acceleration Y,Max Linear Acceleration Z,Max Angular Acceleration X,Max Angular Acceleration Y,Max Angular Acceleration Z
0.8597839015418033,1.3383181788299092,0.8571391001777573,1.0724942076024604,0.5648180237526623,1.568126539398185,1.756705284162832,1.6364328666495414,0.7290895938586405,1.270627879460085,0.9713629429701085,1.5649796612442377
